tutkintokerta,koulun_nro,koulun_nimi,opetuskieli,tyyppi,sukup,yht,A,O,Z,I,W,Q,A5,O5,M,N,BI,FF,FY,HI,PS,UE,UO,ET,GE,KE,TE,YH,BA,BB,CA,CB,EA,FA,SA,PA,VA,EC,FC,SC,PC,VC,DC,IC,QC,GC,TC,L1,L7,opintotausta
2022K,2033,Mattlidens gymnasium,SV,,1,38,,4,,,,,,,6,,5,,5,,,,,,,5,,,,,7,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,26,,4,,,,,,,5,,,,5,,,,,,,,,,,,6,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,32,,5,,,,,,,5,,,,,,6,5,,,,,,,,,,5,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,26,,3,,,,,,,4,,,,,6,4,,,,,,,,,,6,,3,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,29,,4,,,,,,,,5,,,,,,4,,,,,5,,,,,6,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,26,,4,,,,,,,4,,4,,,,,,,,,4,,,,,,5,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,25,,3,,,,,,,,3,,,,,,,,,4,,,5,,,4,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,29,,3,,,,,,,2,,,,2,,4,,,,,,,6,,,7,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,30,,5,,,,,,,6,,,,,,,,,,,5,,,,,7,,7,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,29,,3,,,,,,,,6,4,,,,,,,,,,,4,,,7,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,31,,3,,,,,,,,3,,,,5,,5,,,,,,,,,5,,4,,,,,,,,6,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,31,,5,,,,,,,4,,5,,,,,,,,,5,,,,,,6,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,23,,4,,,,,,,,,,,,,4,,,,,,5,,,,6,,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,28,,4,,,,,,,,5,,,,,5,,,,,,,,,,,4,5,,,,,,,,5,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,30,,3,,,,,,,,5,5,,,,,,,,,5,,,,,,6,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,34,,4,,,,,,,5,,,,,7,,,,,,,,7,,,,5,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,26,,5,,,,,,,,4,,,,,,,,,,,,,,,,6,5,,6,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,24,,3,,,,,,,4,,,,4,,,,,,,3,,,,,5,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,22,,2,,,,,,,,2,,,,4,,4,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,23,,3,,,,,,,3,,2,,3,,,,,,,3,,,,,5,,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,21,,3,,,,,,,,4,4,,,,,,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,27,,4,,,,,,,,3,,,,5,,,,,,,,4,,,,5,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,23,,3,,,,,,,,4,,,,,,,,,,,,5,,,6,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,22,,3,,,,,,,5,,,,,,5,,,,,,,,,,6,,3,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,19,,0,,,,,,,,,,,,,3,,,,,,6,,,,5,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,17,,2,,,,,,,4,,,,,,,,,,,,,4,,,4,,3,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,29,,5,,,,,,,,3,,,,5,,6,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,26,,3,,,,,,,,6,,,,3,,,,,,,,3,,,5,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,43,,5,,,,,,,7,,,,6,6,,,,,,,,,,,7,,6,,,,,,,6,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,38,,6,,,,,,,7,,,,,7,,,,,,,,7,,,5,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,22,,3,,,,,,,5,,,,3,,,,,,,,,,,,6,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,23,,4,,,,,,,,3,,,,4,2,,,,,,,,,,4,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,43,,7,,,,,,,6,,7,,6,,,,,,,5,,,,,,7,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,32,,4,,,,,,,4,,,,,,6,,,,,,,6,,,6,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,39,,4,,,,,,,4,,,,,7,,,,,,,,7,,,6,,6,,,,,,5,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,41,,7,,,,,,,7,,,,6,,,,,,,7,,,,,7,,7,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,34,,5,,,,,,,7,,,,5,,,,,,,6,,,,,5,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,36,,3,,,,,,,,7,,,,,,,,,4,,,6,,,6,,6,,,,,,,4,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,29,,3,,,,,,,,4,,,,5,,,,,,,,6,,,6,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,31,,3,,,,,,,,5,6,,,,6,,,,,,,,,,6,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,35,,5,,,,,,,,6,,,,6,,,,,,,,6,,,6,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,13,,0,,,,,,,,2,,,,4,,,,,,,,,,,4,,3,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,22,,3,,,,,,,4,,,,,,,,,,5,,,,,,4,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,19,,2,,,,,,,,5,,,,,,,,,,,,3,,,,4,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,27,,3,,,,,,,,,,,,6,,,,,,,,6,,,4,,4,,4,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,27,,4,,,,,,,4,,,,,6,,,,,,,,,,,6,,7,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,25,,3,,,,,,,,,,,,5,,,,,,,,6,,,,6,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,27,,4,,,,,,,,4,,,,5,,,,,3,,,,,,6,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,30,,5,,,,,,,4,,,,4,,,6,,,,,,,,,5,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,32,,4,,,,,,,,4,,,,6,,6,,,,,,,,,6,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,23,,4,,,,,,,,,,,,,3,,,,,,,6,,,,5,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,21,,3,,,,,,,,3,,,,,,,,,,,5,,,,,5,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,31,,4,,,,,,,,5,,,,,,5,,,,,,6,,,,6,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,30,,4,,,,,,,,5,,,,,,,,,,,,6,,,5,,6,,,,,,,4,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,31,,3,,,,,,,,6,4,,,,,,,,,,,5,,,7,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,21,,4,,,,,,,,3,5,,,,,,,,,,,,,,6,,3,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,25,,3,,,,,,,,3,,,,4,6,,,,,,,5,,,,,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,23,,4,,,,,,,3,,,,,,5,,,,,,,,,,5,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,24,,3,,,,,,,,6,,,,,,,,,,,,5,,,,5,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,33,,4,,,,,,,4,,,,,,6,,,,,,,7,,,,6,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,25,,4,,,,,,,,,,,,5,,,,,,,,7,,,6,,3,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,42,,6,,,,,,,6,,,,6,,,,,,5,6,,,,,6,,7,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,23,,4,,,,,,,,3,,,,,,6,,,,,,,,,,5,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,34,,5,,,,,,,,6,,,,,,,,4,,,,7,,,6,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,25,,4,,,,,,,,5,,,,,6,,,,,,6,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,24,,2,,,,,,,,5,,,,4,,,,,,,,4,,,6,,3,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,26,,2,,,,,,,5,,5,,,,,,,,,5,,,,,4,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,15,,3,,,,,,,2,,,,,,,,,,,0,,,,,4,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,27,,4,,,,,,,,5,,,,,5,4,,,,,,,,,,4,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,34,,6,,,,,,,,4,,,,,,,,5,,,,7,,,,7,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,28,,4,,,,,,,3,,,,,5,,,,,,,,6,,,5,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,27,,4,,,,,,,,3,,,,5,,,,,,,,5,,,4,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,19,,3,,,,,,,,3,,,,,,,,,,,,5,,,4,,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,39,,6,,,,,,,5,,,,,7,,,,,,,,7,,,,7,7,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,43,,6,,,,,,,6,,6,,6,,5,,,,,7,,,,,7,,,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,44,,6,,,,,,,6,,7,,6,,,,,,,6,,,,,6,,7,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,32,,4,,,,,,,,4,,,,6,,,,,,,,6,,,6,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,29,,4,,,,,,,,5,,,,6,,5,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,25,,2,,,,,,,,4,,,,,,,,,,,5,,,,,7,4,,,,,,,3,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,20,,3,,,,,,,,3,,,,3,,,,,,,,2,,,5,,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,29,,4,,,,,,,,5,,,,,,,,,4,,,,,,6,,5,,,,,,,,5,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,21,,4,,,,,,,,,,,,,,4,,,,,,,,,7,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,22,,2,,,,,,,,5,,,,,,,,,,,,5,,,,6,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,23,,3,,,,,,,6,,,,4,,,,,,,,,,,,5,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,23,,2,,,,,,,4,,,,,,,,,,,6,,,,,,5,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,26,,2,,,,,,,,4,,,,6,,,,,,,,6,,,4,,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,27,,4,,,,,,,,4,2,,,,5,,,,,,6,,,,6,,,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,14,,0,,,,,,,3,,2,,,,,,,,,2,,,,,3,,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,28,,3,,,,,,,4,,,,,,5,,,,,,,5,,,6,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,46,,5,,,,,,,7,,7,,7,,,,,,,7,,,,,7,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,19,,3,,,,,,,,3,,,,,,,,,,,,5,,,,4,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,29,,5,,,,,,,3,,5,,,,,,,,,,6,,,,6,,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,23,,4,,,,,,,,5,,,,,,,,,4,,,,,,,4,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,27,,4,,,,,,,,2,,,,5,3,,,,,,,,,,7,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,26,,4,,,,,,,,7,,,,,,,,,,,,6,,,5,,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,31,,5,,,,,,,,4,,,,6,3,,,,,,,,,,,6,7,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,19,,3,,,,,,,,,,,,5,3,,,,,,,,,,4,,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,34,,5,,,,,,,,4,,,,6,,6,,,,,,,,,7,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,22,,3,,,,,,,,5,,,,3,,,,,,,,,,,,5,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,18,,2,,,,,,,3,,,,2,,,2,,,,,,,,,,5,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,25,,4,,,,,,,4,,3,,,,,,,,,3,,,,,6,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,17,,2,,,,,,,,,,,,,,,,,,,,5,,,5,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,31,,5,,,,,,,6,,5,,,,,,,,,5,,,,,6,,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,25,,3,,,,,,,,4,,,,4,,,,,,,,6,,,4,,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,26,,3,,,,,,,,4,,,,4,,,,,,,,5,,,5,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,20,,3,,,,,,,,2,,,,,,,,,,,,5,,,3,,3,,,,,,4,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,20,,3,,,,,,,,4,3,,,,,,,,3,3,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,31,,5,,,,,,,7,,,,7,,,,,,,,,,,,6,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,22,,4,,,,,,,,3,,,,,,,,,,,,5,,,5,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,36,,4,,,,,,,,6,,,,,,,,,5,,,,,,6,,5,,,,,,5,,5,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,31,,5,,,,,,,,7,,,,,,,,,,,,6,,,,6,7,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,31,,4,,,,,,,,4,,,,,5,6,,,,,,,,,6,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,41,,5,,,,,,,5,,,,,,6,,,,,,,6,,,6,,6,,,,,,7,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,26,,4,,,,,,,5,,,,5,,,,,,,,,,,,6,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,20,,4,,,,,,,,5,,,,,,,,,,,,3,,,4,,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,21,,3,,,,,,,4,,,,,,,,,,,,,,,,5,,4,,,,,,,,5,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,40,,6,,,,,,,5,,,,,,5,6,,,,,,,,,6,,6,,,,,,6,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,29,,6,,,,,,,5,,,,,,7,,,,,,,,,,6,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,30,,5,,,,,,,5,,,,,4,,5,,,,,,,,,,6,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,34,,5,,,,,,,5,,4,,5,,,,,,,5,,,,,6,,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,22,,2,,,,,,,5,,,,,,,,,,,,,5,,,5,,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,41,,6,,,,,,,,5,,6,,,,,,6,6,,,,,,,6,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,26,,3,,,,,,,5,,,,,6,,,,,,,,,,,6,,6,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,2,34,,4,,,,,,,6,,,,,,,,,,,,,6,,,6,,6,,,,,,,6,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,28,,4,,,,,,,,3,,,,5,,,,,,,,5,,,,6,5,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,23,,2,,,,,,,,2,,,,5,,,,,,,,5,,,5,,4,,,,,,,,,,,,,,,,,1
2022K,2033,Mattlidens gymnasium,SV,,1,13,,0,,,,,,,,2,,,,,,,,,,,3,,,,4,,4,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,27,4,,,,,,,,6,,,,5,,,,,,,,,5,,,,,7,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,20,2,,,,,,,,4,,,,4,,,,,,,5,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,18,4,,,,,,,,5,,,,,3,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,24,3,,,,,,,,,5,,,,5,,,,,,,4,,,3,,,4,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,28,5,,,,,,,,6,,,,5,,,,,,,5,,,,,,,7,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,18,,,,,,,5,,5,,,,4,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,26,4,,,,,,,,6,,,,5,5,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,20,3,,,,,,,,,5,,,,4,,,,,,,,3,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,22,,,,,,,5,,4,,4,,4,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,10,,,,,,,2,,2,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,19,3,,,,,,,,,3,,,,4,,,,,,,,5,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,25,3,,,,,,,,,5,,,,5,,,,,,,,6,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,18,3,,,,,,,,,3,,,,2,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,32,6,,,,,,,,7,,,,7,,,,,,,6,,,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,21,4,,,,,,,,,3,,,,4,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,22,4,,,,,,,,5,,,,4,4,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,16,3,,,,,,,,,3,,,,,,,,,,,3,4,,,,,3,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,12,,,,,,,2,,,4,,,,2,,,,,,,,2,,,,,2,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,39,6,,,,,,,,7,,,,7,,,,,,,6,,,,,,,7,,,,6,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,29,,,,,,,6,,,6,,,,,,,,,,,,4,,,,,6,,,7,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,30,6,,,,,,,,7,,,,5,5,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,12,2,,,,,,,,3,,,,2,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,19,4,,,,,,,,3,,,,3,4,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,23,3,,,,,,,,,6,,,,5,,,,,,,,4,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,28,4,,,,,,,,,7,,,,5,,,,,,,,5,,,,,7,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,25,5,,,,,,,,6,,,,5,,,,,,,5,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,19,3,,,,,,,,,4,,,,,,,,,,,,5,,3,,,4,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,28,5,,,,,,,,5,,5,,4,,,,,,,4,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,22,,,,,,,4,,4,,4,,3,,,,,,,3,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,17,,,,,,,3,,,3,,,,,,,,,,,3,4,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,29,,,,,,,7,,6,,,,5,,,,,,,,,,,,,,4,,,,7,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,15,3,,,,,,,,2,,,,,4,,,,,,,,4,,2,,,,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,31,,,,,,,7,,7,,,,6,,,,,,,,,,,,,,4,,,,7,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,26,6,,,,,,,,7,,,,7,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,40,6,,,,,,,,7,,7,,6,,,,,,,7,,,,,,,7,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,20,,,,,,,2,,5,,2,,4,,,,,,,4,,,,,,,,,,,,3,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,23,4,,,,,,,,4,,,,,5,,,,,,,,5,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,14,3,,,,,,,,4,,,,3,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,20,3,,,,,,,,4,,,,4,,,,,,,,,4,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,18,4,,,,,,,,6,,,,3,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,1,37,3,,,,,,,,7,,,,5,,,,,,,5,,,4,,,,7,,,,,,,,6,,,,,,,,,1
2022K,1503,Maunulan yhteiskoulu ja Helsingin matematiikkalukio,FI,,2,25,5,,,,,,,,,,,,,,,,,5,,,,6,,4,,,5,,,,,,,,,,,,,,,,,1
